V1,pes1,pes2,pes3,pes4,pes5,pes6,pes7,pes8,pes9,dom1,dom2,dom3,dom4,dom5,dom6,dom7,dom8,prest1,prest2,prest3,prest4,prest5,prest6,prest7,prest8,prest9,benign1,malicious1,benign2,benign3,malicious2,malicious3,benign4,malicious4,benign5,malicious5,NPI1,NPI2,NPI3,NPI4,NPI5,NPI6,NPI7,NPI8,NPI9,NPI10,NPI11,NPI12,NPI13,NPI14,NPI15,NPI16,selfesteem1,socialdesir1,socialdesir2,socialdesir3,socialdesir4,socialdesir5,socialdesir6,socialdesir7,socialdesir8,socialdesir9,socialdesir10,socialdesir11,socialdesir12,socialdesir13,race,age,id,genderr
R_3sBSkEbKiis3N6H,7,7,7,6,4,7,6,3,7,4,3,6,4,6,3,5,5,2,7,5,2,2,7,7,7,6,1,1,3,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,6,1,1,1,2,2,1,1,1,2,2,2,1,2,Black or African American,3,343,female
R_bQRVw3FsTWQN8oF,2,4,3,4,7,4,4,4,2,2,2,2,3,7,2,5,1,5,3,4,3,4,6,6,5,2,4,2,5,4,2,3,4,3,4,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,4,2,1,1,1,1,1,2,1,1,2,1,2,2,White,1,344,male
R_10x6uG8OsxtqjqC,4,4,2,4,5,3,4,5,2,2,5,5,4,4,5,2,5,5,7,6,2,7,6,4,6,4,4,5,6,6,6,4,5,3,5,5,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,7,1,2,1,1,1,1,1,1,1,2,1,2,2,White,1,345,male
R_1IL3IKehU1Qwjur,3,5,3,3,4,2,4,2,5,5,4,4,4,4,3,4,5,4,3,3,4,4,4,4,4,4,3,5,4,3,5,4,4,4,4,3,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,4,1,1,2,1,2,1,1,2,2,1,2,1,1,Black or African American,1,346,female
R_1kYwFhP7uf6nK9O,5,6,6,7,5,6,7,6,7,6,5,5,7,6,7,6,7,7,6,6,6,6,7,5,7,6,5,6,5,6,5,4,5,4,6,5,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,6,2,1,2,2,1,1,2,1,2,1,1,1,1,Black or African American,1,347,male
R_O3uU0GUueA2RR4d,4,4,1,7,1,1,1,1,1,4,1,1,7,3,1,5,1,7,7,7,1,7,7,7,7,1,6,1,6,6,1,1,6,1,6,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,5,2,2,1,1,2,1,1,2,2,2,1,1,2,White,3,348,female
R_1Q9L3DmRsJi4CQ1,1,4,1,2,6,4,1,4,2,2,2,2,2,5,1,4,2,5,6,4,5,4,5,2,4,6,4,1,4,4,1,1,4,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1,1,2,2,1,1,2,2,2,2,1,2,White,3,349,male
R_1n9mq3n62HQKZj7,1,1,1,1,7,1,3,2,1,1,1,1,1,7,1,7,1,1,7,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,2,1,1,1,Black or African American,1,350,female
R_ylvPgC3b9HH1uMN,3,6,2,4,6,5,5,6,2,2,5,4,2,5,3,3,2,5,5,6,6,6,6,5,6,2,6,4,6,5,3,3,5,2,6,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,1,3,1,1,1,1,2,1,1,1,1,2,1,1,2,White,1,351,female
R_3Kr3U0oOPsfMtql,3,4,3,4,5,4,4,4,4,4,4,4,4,5,4,5,4,5,4,4,5,5,5,5,5,5,4,4,4,4,4,3,4,3,4,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,4,1,1,2,2,1,1,1,2,1,1,1,2,1,White,2,352,male
R_2CJvaaGmS9mQLgA,2,2,6,5,1,6,1,2,4,1,1,7,2,5,1,6,3,4,3,1,4,1,7,3,4,3,6,6,2,3,3,3,3,5,2,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,4,2,1,2,1,2,1,2,1,2,2,1,1,2,White,2,353,female
R_2SJrmdFyqHIcMaQ,2,2,1,1,7,3,4,2,1,1,1,1,1,6,1,6,1,4,7,3,3,5,5,5,5,3,3,1,5,4,1,2,3,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,1,2,1,2,1,2,2,2,1,2,1,2,1,White,1,354,female
R_1MMbzAJDy56Y0Xx,1,4,1,1,7,4,5,5,1,3,3,5,4,5,1,3,2,6,7,4,2,4,6,7,7,7,4,2,6,4,1,1,4,4,6,3,2,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,White,1,355,male
R_3lRAxnESg5Kwuni,1,1,1,1,7,1,1,1,1,4,3,5,3,6,1,4,1,6,7,7,2,7,7,7,7,6,5,1,6,4,1,1,6,1,5,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,7,2,2,2,2,1,1,1,2,1,1,1,2,1,White,1,356,male
R_XR4EGoSbOYj3fTH,6,6,5,7,3,7,6,5,6,6,7,5,7,3,6,2,3,6,6,5,2,6,5,6,7,6,5,4,5,6,4,2,3,5,4,6,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,6,2,2,1,2,2,2,2,2,1,2,1,1,1,White,1,357,male
R_3RxexFS6zwSDtDq,1,1,1,2,7,7,1,1,1,1,1,1,1,7,1,7,1,1,7,1,7,1,1,1,6,7,3,1,2,2,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,1,1,1,White,3,358,female
R_2wtRxbW5C3pRnVd,3,4,4,4,2,6,3,5,3,2,3,6,3,5,2,6,5,6,5,5,2,5,7,7,7,5,5,3,5,5,2,2,4,2,5,4,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,3,1,1,1,1,1,1,2,1,1,2,1,1,2,White,3,359,male
R_3PHyIxEGXABcj2W,5,6,3,6,3,6,5,6,5,4,4,3,4,5,5,4,3,4,6,5,3,4,5,5,5,5,4,2,4,3,2,2,4,2,4,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,6,2,1,2,2,2,2,1,1,2,2,2,1,2,East Asian,2,360,male
R_1Hjk4p4BLsBNCxc,2,4,4,6,5,6,5,5,2,4,4,4,5,3,4,3,3,5,3,5,3,5,5,5,6,2,4,3,5,5,3,3,4,3,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,3,2,1,1,1,1,1,1,1,1,2,1,1,2,White,2,361,male
R_xGHwFuxnpRglsCR,5,5,4,5,6,5,4,6,3,2,2,1,4,6,2,3,1,4,6,6,3,6,7,6,7,3,4,2,5,3,1,1,5,1,3,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,7,2,1,2,1,1,2,1,2,1,2,2,2,1,White,3,362,female
R_5sD4eccetYO7lq9,1,2,1,2,6,5,5,2,1,1,2,1,2,6,1,4,1,5,5,5,5,5,5,5,5,2,4,1,3,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,1,2,White,3,363,female
R_3pirgmH3W0RVtcc,1,4,2,4,7,4,2,4,1,2,5,2,2,6,1,5,1,4,5,5,2,4,4,4,4,2,2,2,2,1,1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,1,2,1,2,1,2,2,2,2,White,3,364,female
R_XHgH7VnhObVZBHb,5,3,5,5,4,5,6,5,5,5,4,4,5,3,5,3,4,4,4,5,5,4,4,4,5,3,4,3,5,5,5,5,3,5,5,5,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,White,2,365,female
R_1mKOOXNEKFIJq7T,1,3,1,2,7,1,2,4,1,2,2,1,2,1,1,4,1,5,7,5,2,6,7,7,7,1,4,1,5,3,1,1,3,1,4,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,6,1,1,1,1,2,2,1,2,2,2,1,1,2,White,3,366,female
R_27vvfd8fyFujdFX,4,4,4,4,4,4,4,3,2,2,4,4,2,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,East Asian,1,367,female
R_8HPIiHdzfCVW7AZ,1,2,2,1,7,1,3,2,1,1,1,1,1,7,1,7,1,2,7,6,6,1,5,3,3,6,3,2,3,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,1,2,1,2,1,1,2,2,2,White,3,368,female
R_2rU822gMb6Uca7E,2,4,2,2,7,2,2,2,2,1,2,1,1,7,2,7,1,2,6,4,3,4,4,4,5,4,4,1,4,4,1,1,3,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,1,2,1,1,2,Black or African American,1,369,female
R_1H8Kf4bsZ885wdd,2,4,4,3,4,4,5,5,2,1,3,3,1,6,1,7,1,2,6,1,4,1,5,1,4,3,2,3,3,2,2,1,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,Black or African American,2,370,female
R_38IbATJFqa5j47n,2,5,3,5,6,3,3,5,3,3,2,2,2,6,3,5,1,5,3,5,3,5,5,6,5,6,6,2,5,5,1,1,4,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,1,1,1,2,1,2,2,1,2,1,2,2,White,3,371,male
R_1DYZukKFYDsqKwX,2,4,2,4,4,4,4,4,2,2,4,2,6,6,6,6,2,4,6,5,6,4,6,5,2,6,2,2,5,5,5,2,5,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,1,2,2,1,6,1,1,1,2,1,2,1,1,1,2,2,2,1,White,1,372,male
R_1mWZtbD861x3CLy,1,2,2,1,7,2,2,3,1,1,2,1,1,7,1,7,1,2,7,1,6,2,4,5,3,6,4,4,3,4,1,1,3,1,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,White,1,373,male
R_UR6Nrb6qnlQZH8Z,1,2,1,3,5,3,1,1,1,2,1,2,2,6,1,5,1,4,7,4,6,3,5,5,6,4,1,1,4,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2,1,1,2,2,1,White,2,374,male
R_phlrIYwPHldYsOR,3,6,3,5,5,6,5,6,3,5,5,5,7,5,5,2,1,6,4,6,3,5,6,7,7,5,6,3,6,5,1,2,5,3,5,3,1,2,1,1,2,2,2,1,2,1,1,1,1,2,2,1,7,1,2,2,2,1,2,1,2,1,1,2,2,1,White,2,375,male
R_yx41XOZEiritKWR,2,2,2,2,5,5,3,3,2,5,3,2,5,6,2,3,3,5,5,5,5,5,6,5,6,3,4,2,5,4,1,2,5,2,5,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,5,2,1,2,1,1,1,1,2,1,2,1,1,1,East Asian,1,376,male
R_7UvVFktId5KN5SN,4,3,3,5,6,4,4,4,3,2,3,3,3,6,3,6,2,5,6,6,3,5,5,5,5,3,6,6,6,5,3,4,5,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,1,1,1,1,1,1,2,1,2,1,2,1,White,2,377,male
R_WuNPYh15xXoxqcF,1,1,1,1,7,1,1,1,1,5,1,3,4,7,1,2,1,4,3,6,2,6,7,7,6,2,5,4,6,5,4,4,6,4,6,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,1,1,1,2,1,2,1,2,2,1,1,2,East Asian,2,378,male
R_UcoE3nSQBJTAjBv,2,4,2,3,5,4,5,4,3,3,2,2,3,6,2,6,3,4,4,4,4,4,3,3,5,3,3,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,White,3,379,female
R_3oLcfqLJYFaQiK3,3,5,3,3,6,5,4,5,3,6,5,2,6,2,6,5,2,6,6,5,5,6,6,6,2,3,4,4,5,5,2,1,5,1,5,3,1,2,2,1,2,1,1,1,1,2,2,1,1,1,2,1,3,1,2,2,2,2,2,1,2,2,2,2,2,2,White,2,380,male
R_2fBWVpoxkyGb5W6,4,4,4,4,4,4,4,4,1,1,6,4,4,4,4,7,1,1,7,4,7,4,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,1,1,7,2,1,1,2,2,1,1,1,2,2,1,1,2,White,2,381,male
R_cVeyHJ677QbGtnH,5,6,3,5,4,5,5,5,5,5,4,4,5,5,5,3,4,5,5,5,5,5,5,5,5,3,4,3,4,4,4,4,4,3,5,3,1,2,1,1,1,2,2,1,1,2,1,1,2,1,1,1,5,1,2,2,2,1,2,1,2,1,2,1,1,2,White,2,382,male
R_Y0onTThwXfyK5zP,2,4,4,2,6,5,6,4,2,4,3,3,4,6,4,3,5,4,6,3,5,3,7,6,6,4,5,3,4,4,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2,White,2,383,female
R_yywGA5cvUD2EXER,3,3,6,5,6,3,3,5,3,1,3,2,2,6,3,6,6,3,6,6,3,6,7,6,6,7,2,2,2,5,1,4,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,1,2,1,1,2,1,2,1,2,1,1,2,White,3,384,female
R_1JIVCNLukVE0Uxl,1,5,1,3,7,3,4,4,1,3,2,5,1,7,1,4,1,5,6,6,3,3,6,7,7,2,2,4,5,4,2,2,5,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,White,1,385,male
R_qWTXuqj2H0JoMbn,6,6,5,5,5,5,6,5,3,5,5,2,5,5,5,5,5,3,6,4,6,6,5,5,3,5,5,4,5,4,4,5,4,5,4,5,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,7,1,1,2,1,1,2,1,2,1,2,1,2,1,Other,2,386,male
R_ysg73huqt16LOmJ,6,6,6,7,6,7,5,6,6,2,2,6,3,7,6,6,2,2,6,6,6,6,6,6,7,3,5,2,6,6,1,1,5,1,2,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,7,1,2,1,2,1,2,1,1,1,1,1,1,2,Black or African American,3,387,female
R_24oZUanTJ7oxcEY,1,4,1,1,6,3,6,4,1,1,1,1,1,6,1,6,1,1,6,1,3,1,5,3,5,2,4,2,3,3,1,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,2,1,2,1,2,1,2,1,1,2,White,2,388,female
R_1mec1abR5MUq4os,3,5,5,4,7,3,3,5,1,1,1,1,1,7,1,7,1,5,7,7,7,6,7,7,5,4,5,2,6,6,1,1,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,2,2,1,2,1,2,2,2,1,1,2,1,1,Black or African American,3,389,female
R_3rMOFKUnZgflxIv,3,3,4,3,4,3,6,3,3,3,3,3,3,4,4,3,3,4,2,3,3,4,3,4,5,5,3,3,3,3,3,3,4,4,2,4,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,5,1,1,1,1,2,1,1,2,1,1,2,1,1,White,1,390,male
R_0oWmh1KTgPHfW8x,2,6,2,4,5,3,3,5,2,1,2,2,3,7,2,5,1,3,6,5,6,5,6,6,6,5,4,2,4,4,2,2,5,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,6,1,1,1,1,1,1,1,2,1,2,2,1,1,White,2,391,female
R_9Eml3307Pjl9F7j,3,5,3,5,5,5,5,5,3,3,5,3,3,5,5,3,3,3,5,5,5,5,5,5,5,5,4,3,4,4,4,3,4,4,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,2,2,1,1,1,1,2,White,1,392,female
R_RRhQohbB5l89MC5,2,4,3,3,5,3,5,4,3,2,3,2,2,6,2,7,1,5,5,3,5,5,5,6,5,2,3,4,5,5,2,3,5,3,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,1,2,2,White,1,393,female
R_2Xili8VqmWYPVdb,5,6,4,5,3,5,5,6,5,3,5,3,5,4,5,5,4,5,5,6,5,5,3,3,3,5,5,4,4,2,5,4,4,3,5,5,2,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,5,1,1,1,1,1,1,2,1,2,1,2,1,2,White,1,394,male
R_3GiYPKo9Rbn4Sjp,2,5,1,3,6,5,5,6,2,2,2,2,2,7,2,5,5,2,6,2,6,2,5,2,5,5,5,5,5,5,4,4,4,5,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,White,3,395,female
R_3EfHCWlaEYTJ46m,4,4,4,4,7,2,2,2,1,1,2,4,4,7,3,5,2,5,3,5,3,5,6,6,5,3,4,2,4,4,1,1,4,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,2,1,2,1,1,2,White,3,396,male
R_008ToONdqz7kbzX,4,4,2,6,7,4,4,4,1,3,3,5,5,5,3,4,2,7,5,7,2,7,6,7,7,2,5,2,6,6,1,4,5,2,4,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,6,1,1,1,2,1,1,1,1,1,2,1,1,1,East Asian,1,397,male
R_1FzXOlJfp9O1VzZ,4,5,4,7,5,5,5,4,3,3,2,2,2,5,2,5,3,6,6,4,3,6,5,5,5,6,4,3,3,4,2,3,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,6,1,1,1,1,1,2,1,2,1,1,1,1,2,Other,2,398,female
R_3xy3hTdB1Xhgtkl,1,4,1,2,6,3,5,5,1,2,2,2,3,6,1,6,1,5,6,5,2,6,7,7,7,3,3,2,4,3,1,1,3,2,4,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,5,2,2,2,2,1,2,1,2,1,2,2,2,1,White,1,399,male
R_3oQOc0CQNtgQq70,1,4,1,2,2,5,6,4,1,1,1,1,4,7,1,7,1,2,7,3,4,4,3,2,2,3,5,1,5,4,1,1,4,1,4,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,1,1,2,1,1,2,2,1,2,White,1,400,female
R_3kh5rihWMK2W71f,3,5,2,5,7,4,5,5,3,4,3,2,4,3,2,3,2,5,4,5,3,5,6,5,6,3,4,2,4,2,1,2,4,2,4,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,6,2,1,2,2,1,1,2,2,1,1,2,2,1,White,3,401,female
R_2Bap2LydzBtZ8fP,4,4,2,4,5,5,6,2,3,1,2,2,2,4,2,5,1,6,5,6,5,6,7,7,6,2,4,1,5,4,2,1,3,1,4,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,1,1,2,2,1,2,1,2,2,1,2,White,3,402,male
R_XMnnXzLfI5TVeeJ,3,4,2,4,5,3,3,4,2,3,2,3,3,6,2,4,2,5,6,3,3,4,4,5,5,6,4,3,5,4,3,2,4,4,5,3,2,2,2,2,1,2,2,1,1,1,2,2,1,1,2,2,6,1,2,2,1,1,2,1,2,1,2,2,2,1,White,1,403,male
R_1pDug0RpiAhRRXZ,1,3,1,5,7,1,3,5,1,5,3,3,3,6,2,3,3,6,6,7,3,6,6,6,7,5,6,1,6,5,1,1,6,1,5,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,1,2,1,2,1,1,1,2,1,2,1,1,2,White,1,404,female
R_2R9Wtetl9h7yoi3,1,2,2,3,7,2,4,4,1,1,2,1,2,6,2,7,1,5,5,5,3,4,6,5,5,2,4,1,4,5,1,1,4,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1,2,2,2,2,1,1,2,White,2,405,female
R_AdIEMqt85Qz3LEd,5,5,3,6,6,4,3,2,5,3,3,5,3,2,4,2,1,6,5,6,5,6,6,6,2,6,5,5,6,4,2,2,4,4,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,6,2,1,1,2,1,1,1,2,1,1,1,1,1,White,3,406,male
R_3RxbZwBiNaDi5sA,2,6,4,4,6,5,6,4,2,5,2,1,2,7,4,2,2,5,6,6,6,6,6,6,6,5,4,1,5,5,1,1,5,1,5,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,6,1,2,2,1,1,2,1,2,1,2,1,2,1,White,2,407,female
R_22EuDKFbXuE8Lgg,5,6,7,5,3,3,3,3,5,3,3,5,5,6,6,3,3,3,5,5,5,5,5,6,5,6,5,4,4,4,5,3,3,4,3,3,1,2,2,1,2,1,1,2,2,2,1,2,2,2,1,1,3,2,2,1,2,1,1,1,2,2,1,1,1,2,Other,2,408,male
R_2Em0iG4DI1yms7M,3,5,3,4,6,4,5,4,3,2,2,1,3,6,2,2,2,3,6,5,6,3,7,5,6,3,5,3,6,5,2,2,5,2,5,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,6,2,1,1,2,1,1,1,2,1,1,1,1,2,White,1,409,male
R_2wntY2whNaresdL,4,6,3,5,6,5,4,5,4,6,2,2,4,6,2,3,2,5,5,4,4,5,4,5,6,3,5,4,5,3,3,2,5,2,5,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,6,1,1,2,1,1,1,1,2,1,2,1,1,2,White,1,410,male
R_1dn11Sl5tLnxyz1,2,5,5,2,5,3,5,5,2,3,5,5,5,2,3,3,2,2,6,6,6,3,5,5,6,2,5,2,5,5,1,1,5,1,4,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,White,2,411,female
R_3MJWaGi9RVBJPZx,4,4,3,4,5,4,6,5,4,4,6,5,3,4,5,3,5,5,6,5,2,6,6,6,5,6,5,3,6,5,3,3,4,2,5,2,2,1,2,1,1,1,2,1,2,2,1,1,1,2,2,2,6,2,1,1,1,1,1,1,1,2,2,1,1,2,East Asian,1,412,male
R_3h47fBIjkJ8iOx8,4,4,4,4,4,4,4,4,4,5,5,5,5,4,3,3,4,3,3,5,5,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,2,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,6,2,2,2,2,2,2,1,2,2,2,2,2,2,Black or African American,1,413,female
R_3G0rZeNkMNAG4NX,1,4,1,1,7,1,2,2,1,1,2,1,4,7,1,7,5,1,7,1,6,2,6,5,5,5,5,4,5,5,1,1,5,4,4,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,6,2,2,2,1,2,1,1,2,2,1,1,1,2,White,2,414,female
R_111RKiGUBLvokd3,2,6,2,4,5,6,5,5,3,3,6,3,2,6,2,4,5,6,7,6,1,6,6,6,6,5,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,5,2,2,1,1,2,1,1,2,2,1,2,2,2,Black or African American,1,415,female
R_1M0LMJ9PPkWBqd9,3,7,4,6,4,7,7,5,5,6,6,4,7,2,6,2,3,5,2,6,2,6,6,5,6,2,2,1,5,6,4,5,5,2,5,4,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,5,2,1,1,1,2,2,1,2,1,1,2,1,1,Black or African American,2,416,male
R_31Rzj4dVa756IDH,1,7,1,2,6,2,1,2,1,2,2,4,2,4,3,3,5,3,5,5,5,4,7,7,7,5,4,2,4,4,1,1,2,3,4,4,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2,White,2,417,male
R_3LkefSI6lf7YjN0,4,5,4,6,4,5,5,5,4,5,5,5,6,4,4,3,4,4,4,7,4,4,6,7,7,4,4,3,6,4,3,1,5,1,6,1,1,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,6,2,2,2,2,1,1,1,2,2,2,2,1,2,White,2,418,male
R_2t3XXLmyRDx6B0s,1,6,1,2,6,6,2,6,2,1,1,1,1,6,1,5,1,6,7,6,3,7,7,6,7,2,6,1,5,4,1,1,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,2,1,2,1,2,1,2,1,2,1,1,2,Other,1,419,female
R_2qn5fHxRq99GAVE,1,5,2,1,7,6,1,6,1,1,1,1,1,6,1,6,1,6,1,6,1,6,5,5,6,1,1,1,5,1,1,1,5,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,5,1,2,1,2,1,2,1,2,1,2,2,2,2,White,3,420,female
R_1InubgKDZWNKTek,6,7,7,6,7,6,7,7,6,6,6,6,6,7,6,6,7,6,6,6,7,7,7,7,7,6,5,6,5,5,6,6,5,5,6,5,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,6,1,1,1,1,2,1,1,1,2,2,1,1,1,White,1,421,male
R_PG35YQcpyXyDcvn,4,3,3,4,7,4,4,5,5,4,5,5,5,4,5,5,5,6,6,5,6,6,5,5,6,5,4,5,5,4,5,4,4,4,5,5,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,5,1,1,1,1,2,2,1,1,2,1,1,1,1,White,2,422,male
R_OpSXZKfxXRvJOmd,3,5,4,4,5,4,5,5,3,4,4,1,2,6,3,4,1,4,5,6,2,6,6,6,6,3,5,1,5,5,1,1,4,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,1,1,1,2,1,1,1,2,1,2,1,1,2,Black or African American,1,423,female
R_bDc9ny0CLSNDysF,1,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5,1,1,1,1,1,1,1,1,1,2,1,1,2,White,1,424,male
R_2VsytQCkEqplzxG,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,7,1,1,7,4,7,4,6,5,5,7,5,1,4,4,1,1,4,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,1,2,2,2,2,1,1,2,1,White,3,425,female
R_3hzPcMVTaceczbt,5,5,6,4,4,5,5,5,4,4,4,4,5,5,4,4,4,5,4,4,5,5,4,5,5,5,5,4,4,5,4,3,3,4,4,3,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,5,2,2,2,2,2,1,1,2,2,2,2,2,2,Other,2,426,male
R_ysFLLjhzGTD0BK9,3,4,3,3,5,3,4,4,3,3,4,3,3,6,3,5,3,5,4,5,3,5,5,5,5,3,4,3,4,4,3,3,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,1,2,2,1,2,2,1,1,1,1,2,1,White,3,427,male
R_3DkkXuAsDiyQPAX,2,4,2,4,6,2,2,4,1,1,2,1,2,7,1,7,1,2,7,4,7,2,4,2,2,7,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,1,2,1,2,1,1,1,2,2,2,1,2,White,2,428,male
